9.603118231532548066e-01 8.699472549600688609e-01
6.009930888503399737e-01 5.840169629860731959e-01
1.490093739908916470e-01 6.002905086005563273e-01
4.527206282913875945e-02 7.651371420461252626e-01
7.218124281915877516e-01 3.120751856228479726e-01
8.948837894973818985e-01 1.948837457311739518e-01
7.254010494512070917e-01 9.949614627860635663e-01
5.294593548886096235e-01 2.288453522988691535e-01
9.393912687844416798e-01 5.216374587718902722e-01
2.801741140328833923e-01 1.257236578679332695e-01
9.852950347887734495e-02 2.076592371635621603e-01
1.808183735271717829e-02 4.899141127258023198e-01
9.602172016725777359e-01 5.202049214880254402e-01
4.259837076690187185e-01 4.754676109406100748e-01
4.801129518086424408e-01 9.680999826951975917e-01
4.816539917394431214e-01 4.405037713038379987e-01
2.486310291657044536e-01 6.998470559666569724e-01
3.137840498029738079e-01 4.287035041719149397e-01
9.057453759154077133e-02 6.055409462680106936e-01
4.715146730661323726e-02 1.204066411140195525e-01
8.318133326624491675e-01 9.624557284406055624e-01
6.554524774038753554e-01 3.904319903931284808e-01
2.089073869066194744e-01 8.514608819449348553e-01
2.408635098072875458e-03 1.499295517482301943e-02
1.824437236209353053e-02 5.361768831282407444e-01
7.257473510987599852e-01 3.886209367052494423e-01
8.770046827548430013e-01 4.638946151259321082e-01
3.887362124901666549e-01 2.672575476228574720e-01
9.619787997576698668e-01 9.263507263599792818e-01
7.547109755758840688e-02 9.500490461095612016e-01
9.577858741977566259e-01 6.587831301272437656e-01
8.464508928267799881e-02 7.661900191544283034e-01
3.402021592520506621e-01 7.704095793625527211e-01
1.587007068570206458e-01 6.967908541927233523e-01
3.074222194309615963e-01 9.598430051723374490e-01
1.357581045655070762e-01 7.494945181691018421e-01
5.152451677715688128e-01 7.469259540662018804e-01
5.386001061997985895e-01 8.143404103611616707e-01
7.715819824798036963e-01 9.460599798029868390e-01
8.636249244762232991e-01 7.260721187235822383e-01
6.865108339147426575e-01 2.460120573030196711e-01
3.794322280504545120e-01 7.506262678240062103e-01
3.560527078565982606e-01 2.933091258147245695e-01
7.294715740907359303e-01 8.663928773098881209e-01
1.241538565052604515e-01 5.823070121660535170e-01
1.246972091032303442e-01 1.441303416701658069e-01
3.381646389271958375e-01 5.608651785070351004e-02
6.496242489365086081e-01 3.219337173424851040e-01
8.554464877101197740e-02 6.183631495928143540e-02
